Offset(V)     Pid     Handle     Access Type             Details
0x822cbe30      4      0x8a0  0x2000003 File             \Device\HarddiskVolume1\Documents and Settings\NetworkService\Local Settings\Application Data\Microsoft\Windows\UsrClass.dat.LOG
0x822706e8      4      0x8a4  0x2000003 File             \Device\HarddiskVolume1\Documents and Settings\NetworkService\Local Settings\Application Data\Microsoft\Windows\UsrClass.dat
0x822c8a88      4      0x8a8  0x2000003 File             \Device\HarddiskVolume1\Documents and Settings\NetworkService\ntuser.dat.LOG
0x81f638b8      4      0x8ac   0x1f01ff File             \Device\Tcp
0x81f52020      4      0x8b0      0x438 Process          lsass.exe(656)
0x8221bc60      4      0x8b4   0x1f0003 Event            StuckThreadEvent
0x82167258      4      0x8b8   0x1f0003 Event            NVIconEndEvent
0x82214d78      4      0x8bc   0x1f0003 Event            NVIconBeginEvent
0x82248078      4      0x8c0   0x1f0003 Event            NVModeSwitchEvent
0x81f8b030      4      0x8c4   0x1f0003 Event            NVDisplayChangeEvent
0x81f86060      4      0x8c8   0x1f0003 Event            NVCplHotKeyEvent
0x81f97060      4      0x8cc   0x1f0003 Event            NVRMDeviceSwitchEvent
0x81f49c70      4      0x8d0   0x12019f File             \Device\Tcp
0x822c8b20      4      0x8d4  0x2000003 File             \Device\HarddiskVolume1\Documents and Settings\NetworkService\NTUSER.DAT
0x81f5f3e0      4      0x8d8   0x12019f File             \Device\Tcp
0xe1946d68      4      0x8dc   0x1f0001 Port             
0x81f5f2f8      4      0x8e0   0x12019f File             \Device\Tcp
0x82236b88      4      0x8e4   0x12019f File             \Device\Tcp
0x82236aa0      4      0x8e8   0x12019f File             \Device\Tcp
0x82236988      4      0x8ec   0x12019f File             \Device\Tcp
0x81f4c440      4      0x8f0   0x12019f File             \Device\Tcp
0x81f4c328      4      0x8f4   0x12019f File             \Device\Tcp
0x821bf738      4      0x8f8   0x12019f File             \Device\Tcp
0x821bf620      4      0x8fc   0x12019f File             \Device\Tcp
0x821bf508      4      0x900   0x12019f File             \Device\Tcp
0x81f26740      4      0x904   0x12019f File             \Device\Tcp
0x8226e028      4      0x908  0x2000003 File             \Device\HarddiskVolume1\Documents and Settings\Peter Haag\NTUSER.DAT.LOG
0x81f32a88      4      0x90c   0x1f01ff File             \Device\IrDA
0x81f4fa88      4      0x910        0x0 Thread           TID 1076 PID 4
0x8226ecb0      4      0x914  0x2000003 File             \Device\HarddiskVolume1\Documents and Settings\LocalService\NTUSER.DAT
0x821ed028      4      0x918  0x2000003 File             \Device\HarddiskVolume1\Documents and Settings\Peter Haag\NTUSER.DAT
0x822657c0      4      0x91c  0x2000003 File             \Device\HarddiskVolume1\Documents and Settings\Peter Haag\Local Settings\Application Data\Microsoft\Windows\UsrClass.dat
0x81f5f028      4      0x920  0x2000003 File             \Device\HarddiskVolume1\Documents and Settings\Peter Haag\Local Settings\Application Data\Microsoft\Windows\UsrClass.dat.LOG
0x81f61028      4      0x924  0x2000003 File             \Device\HarddiskVolume1\Documents and Settings\LocalService\ntuser.dat.LOG
0x822d1598      4      0x928   0x12019f File             \Device\NetBT_Tcpip_{EF3EBE1D-CBBF-4747-84FE-A9968D9E09DD}
0x8226e530      4      0x92c  0x2000003 File             \Device\HarddiskVolume1\Documents and Settings\LocalService\Local Settings\Application Data\Microsoft\Windows\UsrClass.dat
0x81f61f90      4      0x930  0x2000003 File             \Device\HarddiskVolume1\Documents and Settings\LocalService\Local Settings\Application Data\Microsoft\Windows\UsrClass.dat.LOG
0x822b4088      4      0x934   0x12019f File             \Device\Tcp
0x81f1f958      4      0x938   0x12019f File             \Device\IrDA
0x81f1f648      4      0x93c   0x12019f File             \Device\IrDA
0x81f23be8      4      0x940   0x1f01ff File             \Device\IrDA
0x81f23b50      4      0x944   0x12019f File             \Device\IrDA
0x81f23ab8      4      0x948   0x12019f File             \Device\IrDA
0x81f29e98      4      0x94c       0x20 File             \Device\LanmanRedirector
0x81e3ac38      4      0x950       0x20 File             \Device\WebDavRedirector
0x8224d678      4      0x954   0x120116 File             \Device\Mup
0x82256558      4      0x958   0x12019f File             \Device\NTPNP_PCI0007\Topology
0x81e622c0      4      0x95c   0x12019f File             \Device\Tcp
0x821b29c8      4      0x960   0x12019f File             \Device\NetBT_Tcpip_{EF3EBE1D-CBBF-4747-84FE-A9968D9E09DD}
0x82255b38      4      0x964   0x12019f File             \Device\IrDA
0x821790a0      4      0x968   0x12019f File             \Device\Tcp
0x8211fb78      4      0x96c   0x12019f File             \Device\Udp
0x81efe478      4      0x970   0x12019f File             \Device\Udp
0x821afa08      4      0x974   0x12019f File             \Device\Tcp
0x82229a50      4      0x978   0x12019f File             \Device\Tcp
0x822299b8      4      0x97c   0x12019f File             \Device\Tcp
0x821a3a38      4      0x980   0x12019f File             \Device\Tcp
0x8218c028      4      0x984   0x12019f File             \Device\Tcp
0x821c90f0      4      0x988   0x12019f File             \Device\Tcp
0x81ef90f0      4      0x98c   0x12019f File             \Device\Tcp
0x81f49590      4      0x990   0x12019f File             \Device\Tcp
0x81efd100      4      0x994   0x12019f File             \Device\Tcp
0x821089e0      4      0x998   0x12019f File             \Device\Tcp
0x8223d6b0      4      0x99c   0x12019f File             \Device\Tcp
0x821a1228      4      0x9a0   0x12019f File             \Device\Tcp
0x821367c0      4      0x9a4   0x12019f File             \Device\Tcp
0x8212b5d8      4      0x9a8   0x12019f File             \Device\Tcp
0x8211aaf0      4      0x9ac   0x12019f File             \Device\Tcp
0x81f76538      4      0x9b0   0x12019f File             \Device\Tcp
0x81f255c8      4      0x9b4   0x12019f File             \Device\Tcp
0x81f67af8      4      0x9b8   0x12019f File             \Device\Tcp
0x81f5a1e0      4      0x9bc   0x12019f File             \Device\Tcp
0x82133540      4      0x9c0   0x12019f File             \Device\Tcp
0x8212ba38      4      0x9c4   0x12019f File             \Device\Tcp
0x82118968      4      0x9c8   0x12019f File             \Device\Tcp
0x81f1e430      4      0x9cc   0x12019f File             \Device\Tcp
0x822a1488      4      0x9d0   0x12019f File             \Device\Tcp
0x81ef94b0      4      0x9d4   0x12019f File             \Device\Tcp
0x81ef9308      4      0x9d8   0x12019f File             \Device\Tcp
0x81efd320      4      0x9dc   0x12019f File             \Device\Tcp
0x821fdb58      4      0x9e0   0x12019f File             \Device\Tcp
0x81f53af0      4      0x9e4   0x12019f File             \Device\Tcp
0x81f538c8      4      0x9e8   0x12019f File             \Device\Tcp
0x81f584b8      4      0x9ec   0x12019f File             \Device\Tcp
0x81f58240      4      0x9f0   0x12019f File             \Device\Tcp
0x8221b970      4      0x9f4   0x12019f File             \Device\Tcp
0x8221b748      4      0x9f8   0x12019f File             \Device\Tcp
0x8221b4d0      4      0x9fc   0x12019f File             \Device\Tcp
0x8218fe80      4      0xa00   0x12019f File             \Device\Tcp
0x8218fc08      4      0xa04   0x12019f File             \Device\Tcp
0x8218f990      4      0xa08   0x12019f File             \Device\Tcp
0x81f63db0      4      0xa0c   0x12019f File             \Device\Tcp
0x81f63b38      4      0xa10   0x12019f File             \Device\Tcp
0x821d3828      4      0xa14   0x12019f File             \Device\Tcp
0x821d35b0      4      0xa18   0x12019f File             \Device\Tcp
0x821d3338      4      0xa1c   0x12019f File             \Device\Tcp
0x81f9dda8      4      0xa20   0x12019f File             \Device\Tcp
0x81f9db30      4      0xa24   0x12019f File             \Device\Tcp
0x81f9d8b8      4      0xa28   0x12019f File             \Device\Tcp
0x821ca770      4      0xa2c   0x12019f File             \Device\Tcp
0x821ca4f8      4      0xa30   0x12019f File             \Device\Tcp
0x821ca280      4      0xa34   0x12019f File             \Device\Tcp
0x8230a790      4      0xa38   0x12019f File             \Device\Tcp
0x8230a518      4      0xa3c   0x12019f File             \Device\Tcp
0x8230a3e0      4      0xa40   0x12019f File             \Device\NetbiosSmb
0x8230a2c8      4      0xa44   0x12019f File             \Device\NetbiosSmb
0x821c3c98      4      0xa48   0x12019f File             \Device\NetBT_Tcpip_{EF3EBE1D-CBBF-4747-84FE-A9968D9E09DD}
0x81e3acd0      4      0xa4c   0x120116 File             \Device\Mup
0x82113ef8      4      0xa50   0x12019f File             \Device\Tcp
0x8212cd80      4      0xa54   0x1f03ff Thread           TID 1860 PID 4
0x81f67028      4      0xa58   0x12019f File             \Device\NetBT_Tcpip_{EF3EBE1D-CBBF-4747-84FE-A9968D9E09DD}
0x81e38308      4      0xa5c   0x12019f File             \Device\Tcp
0x821530d0      4      0xa60   0x12019f File             \Device\Tcp
0x8215c528      4      0xa64   0x12019f File             \Device\Tcp
0x82119630      4      0xa68   0x1f01ff File             \Device\RawIp\255
0x8223d388      4      0xa6c   0x1f01ff File             \Device\Udp
0x82153028      4      0xa70   0x1f01ff File             \Device\Tcp
0x822adf90      4      0xa74   0x1f01ff File             \Device\Udp
0xe264fda8      4      0xa78        0x2 Key              MACHINE\SOFTWARE\MICROSOFT\CRYPTOGRAPHY\RNG
0x81dfe5d8      4      0xa7c   0x12019f File             \Device\NamedPipe\
0x82137d18      4      0xa80   0x12019f File             \Device\Tcp
0x81e7f298      4      0xa84   0x12019f File             \Device\Tcp
0x822acf90      4      0xa88   0x12019f File             \Device\Tcp
0x823e8430      4      0xa8c   0x12019f File             \Device\Tcp
0x822b3ef0      4      0xa90   0x12019f File             \Device\Tcp
0x822b2090      4      0xa94   0x12019f File             \Device\Tcp
0x82158c98      4      0xa98   0x12019f File             \Device\Tcp
0x82158b60      4      0xa9c   0x12019f File             \Device\Tcp
0x8214eea0      4      0xaa0   0x12019f File             \Device\Tcp
0x8217b498      4      0xaa4   0x12019f File             \Device\Tcp
0x8214f810      4      0xaa8   0x12019f File             \Device\Tcp
0x8214f688      4      0xaac   0x12019f File             \Device\Tcp
0x822aa750      4      0xab0   0x12019f File             \Device\Tcp
0x821d1550      4      0xab4   0x12019f File             \Device\Tcp
0x82148e10      4      0xab8   0x12019f File             \Device\Tcp
0x82148c88      4      0xabc   0x12019f File             \Device\Tcp
0x8211bc78      4      0xac0   0x12019f File             \Device\Tcp
0x82159b70      4      0xac4   0x12019f File             \Device\Tcp
0x821599b8      4      0xac8   0x12019f File             \Device\Tcp
0x82159800      4      0xacc   0x12019f File             \Device\Tcp
0x821596e8      4      0xad0   0x12019f File             \Device\Tcp
0x8211ed60      4      0xad4   0x12019f File             \Device\Tcp
0x8211eba8      4      0xad8   0x12019f File             \Device\Tcp
0x81e5af90      4      0xadc   0x12019f File             \Device\Tcp
0x81e5add8      4      0xae0   0x12019f File             \Device\Tcp
0x81e5ac20      4      0xae4   0x12019f File             \Device\Tcp
0x81e5aa68      4      0xae8   0x12019f File             \Device\Tcp
0x81e53e70      4      0xaec   0x12019f File             \Device\Tcp
0x81e53cb8      4      0xaf0   0x12019f File             \Device\Tcp
0x81e53b00      4      0xaf4   0x12019f File             \Device\Tcp
0x81f42aa0      4      0xaf8   0x12019f File             \Device\Tcp
0x81f42918      4      0xafc   0x12019f File             \Device\Tcp
0x81f42790      4      0xb00   0x12019f File             \Device\Tcp
0x81f425d8      4      0xb04   0x12019f File             \Device\Tcp
0x81f18e98      4      0xb08   0x12019f File             \Device\Tcp
0x81f18d10      4      0xb0c   0x12019f File             \Device\Tcp
0x81f18b58      4      0xb10   0x12019f File             \Device\Tcp
0x81f189a0      4      0xb14   0x12019f File             \Device\Tcp
0x81e16f90      4      0xb18   0x12019f File             \Device\Tcp
0x81e16e08      4      0xb1c   0x12019f File             \Device\Tcp
0x81e16c50      4      0xb20   0x12019f File             \Device\Tcp
0x81e16a98      4      0xb24   0x12019f File             \Device\Tcp
0x81ee06e0      4      0xb28   0x12019f File             \Device\Tcp
0x81ee0558      4      0xb2c   0x12019f File             \Device\Tcp
0x81ee03a0      4      0xb30   0x12019f File             \Device\Tcp
0x81ee01e8      4      0xb34   0x12019f File             \Device\Tcp
0x82184f90      4      0xb38   0x12019f File             \Device\Tcp
0x82184e08      4      0xb3c   0x12019f File             \Device\Tcp
0x82184c80      4      0xb40   0x12019f File             \Device\Tcp
0x82184ac8      4      0xb44   0x12019f File             \Device\Tcp
0x82184910      4      0xb48   0x12019f File             \Device\Tcp
0x81ea35e8      4      0xb4c   0x12019f File             \Device\Tcp
0x81ea3430      4      0xb50   0x12019f File             \Device\Tcp
0x81ea3278      4      0xb54   0x12019f File             \Device\Tcp
0x81ea30c0      4      0xb58   0x12019f File             \Device\Tcp
0x81e28618      4      0xb5c   0x12019f File             \Device\Tcp
0x81e28490      4      0xb60   0x12019f File             \Device\Tcp
0x81e282d8      4      0xb64   0x12019f File             \Device\Tcp
0x81e28120      4      0xb68   0x12019f File             \Device\Tcp
0x81f25ef0      4      0xb6c   0x12019f File             \Device\Tcp
0x81f25d68      4      0xb70   0x12019f File             \Device\Tcp
0x81f25bb0      4      0xb74   0x12019f File             \Device\Tcp
0x81f259f8      4      0xb78   0x12019f File             \Device\Tcp
0x81ea3f90      4      0xb7c   0x12019f File             \Device\Tcp
0x81ea3e08      4      0xb80   0x12019f File             \Device\Tcp
0x81ea3c50      4      0xb84   0x12019f File             \Device\Tcp
0x81ea3a98      4      0xb88   0x12019f File             \Device\Tcp
0x81ea38e0      4      0xb8c   0x12019f File             \Device\Tcp
0x821158e0      4      0xb90   0x12019f File             \Device\Tcp
0x82115728      4      0xb94   0x12019f File             \Device\Tcp
0x82115570      4      0xb98   0x12019f File             \Device\Tcp
0x821153b8      4      0xb9c   0x12019f File             \Device\Tcp
0x822acbc8      4      0xba0   0x12019f File             \Device\Tcp
0x822aca40      4      0xba4   0x12019f File             \Device\Tcp
0x822ac8b8      4      0xba8   0x12019f File             \Device\Tcp
0x822ac700      4      0xbac   0x12019f File             \Device\Tcp
0x821217f0      4      0xbb0   0x12019f File             \Device\Tcp
