Offset(P)    #Ptr   #Hnd Access Name
0x0224ebc0      1      0 -W-rwd \Device\HarddiskVolume1\Documents and Settings\Peter Haag\Local Settings\Temporary Internet Files\Content.IE5\0P6R8DE3\navFullScreen[1].gif
0x0224f028      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\asfsipc.dll
0x0224f160      1      0 R--rw- \Device\HarddiskVolume1\Documents and Settings\Peter Haag\Local Settings\Temporary Internet Files\Content.IE5\GH012LM5\TA_stylesIE_v2[1].css
0x0224f330      1      0 R--rw- \Device\HarddiskVolume1\Documents and Settings\Peter Haag\Local Settings\Temporary Internet Files\Content.IE5\GH012LM5\jquery.cycle.all[2].js
0x0224f900      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x0224f998      1      0 R--rwd \Device\HarddiskVolume1\PROGRA~1\MICROS~2\Office10\MCPS.DLL
0x0224fbe0      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\wshext.dll
0x02250460      1      1 R--rw- \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.Windows.Common-Controls_6595b64144ccf1df_6.0.2600.5512_x-ww_35d4ce83
0x02251810      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x02251e70      2      1 ------ \Device\NamedPipe\PCHHangRepExecPipe
0x02252128      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\mspatcha.dll
0x022529e8      1      0 -W-rwd \Device\HarddiskVolume1\Documents and Settings\Peter Haag\Local Settings\Temporary Internet Files\Content.IE5\WDIZSHIJ\bg_mktpBox_gradient[1].png
0x022530d0      1      1 RW---- \Device\HarddiskVolume1\WINDOWS\system32\config\system.LOG
0x02253170      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\ssdpsrv.dll
0x02253708      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x02253aa8      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x02253b40      1      1 R--rw- \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.Windows.Common-Controls_6595b64144ccf1df_6.0.2600.5512_x-ww_35d4ce83
0x022542e0      1      1 R--rw- \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.Windows.Common-Controls_6595b64144ccf1df_6.0.2600.5512_x-ww_35d4ce83
0x02254878      1      1 R--rw- \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.Windows.Common-Controls_6595b64144ccf1df_6.0.2600.5512_x-ww_35d4ce83
0x02254ba8      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x02254c40      1      0 -W---- \Device\HarddiskVolume1\Documents and Settings\Peter Haag\Cookies\peter haag@bs.serving-sys[1].txt
0x02254f90      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x02255260      1      0 R--r-d \Device\HarddiskVolume1\Documents and Settings\Peter Haag\Local Settings\Temporary Internet Files\Content.IE5\6TEDUZUT\3582[1].jpg
0x02255c90      1      1 R--rw- \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.Windows.Common-Controls_6595b64144ccf1df_6.0.2600.5512_x-ww_35d4ce83
0x02256558      2      1 ------ \Device\NTPNP_PCI0007\Topology
0x02256750      1      0 R--rwd \Device\HarddiskVolume1\Program Files\Java\jre6\lib\tzmappings
0x02256cf0      1      0 R--r-d \Device\HarddiskVolume1\WINDOWS\system32\vbscript.dll
0x02257028      1      0 R--r-- \Device\HarddiskVolume1\WINDOWS\Fonts\lsansdi.ttf
0x022571d0      1      0 -W---- \Device\HarddiskVolume1\Documents and Settings\Peter Haag\Cookies\peter haag@addthis[2].txt
0x022573d0      1      1 R--rw- \Device\HarddiskVolume1\Documents and Settings\Peter Haag\Local Settings\Temporary Internet Files\Content.IE5\ZCWCOL6D
0x022574d0      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\samsrv.dll
0x02257638      1      0 R--rw- \Device\HarddiskVolume1\Documents and Settings\Peter Haag\Local Settings\Temporary Internet Files\Content.IE5\WDIZSHIJ\ajax[1].js
0x02257c30      1      0 R--rw- \Device\HarddiskVolume1\WINDOWS\system32\drivers\etc\services
0x022583a0      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\Downloaded Program Files\desktop.ini
0x02258b58      2      1 ------ \Device\NamedPipe\lsass
0x02258bf0      1      1 ------ \Device\NamedPipe\keysvc
0x022596a8      1      0 R--rw- \Device\HarddiskVolume1\WINDOWS\slrundll.exe
0x02259938      1      0 R--r-d \Device\HarddiskVolume1\WINDOWS\system32\pstorec.dll
0x02259b30      2      1 ------ \Device\Afd\Endpoint
0x02259d28      1      0 -W-rwd \Device\HarddiskVolume1\Documents and Settings\Peter Haag\Local Settings\Temporary Internet Files\Content.IE5\0P6R8DE3\addyn_3[2]
0x0225a278      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x0225a508      1      1 R--rw- \Device\HarddiskVolume1\Documents and Settings\Peter Haag\Local Settings\Temporary Internet Files\Content.IE5\RVPAU08Y
0x0225a700      1      1 R--rw- \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.Windows.Common-Controls_6595b64144ccf1df_6.0.2600.5512_x-ww_35d4ce83
0x0225aec0      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\imm32.dll
0x0225b158      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\msctf.dll
0x0225b708      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x0225b9a8      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\icm32.dll
0x0225bb10      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\Fonts\framdit.ttf
0x0225f510      1      0 R--r-d \Device\HarddiskVolume1\Documents and Settings\Peter Haag\Local Settings\Temporary Internet Files\Content.IE5\WDIZSHIJ\Ad5112186St1Sz16Sq4171287V0Id1[1].gif
0x0225f900      3      1 R--rwd \Device\HarddiskVolume1\Documents and Settings\Peter Haag\Desktop
0x0225fad0      1      0 -W-rwd \Device\HarddiskVolume1\Documents and Settings\Peter Haag\Local Settings\Temporary Internet Files\Content.IE5\0P6R8DE3\CAKH2BAR.htm
0x0225fd50      2      1 R--rw- \Device\HarddiskVolume1\Program Files\Common Files\Microsoft Shared\web server extensions\40\_vti_bin\_vti_adm
0x022606d8      1      0 R--r-d \Device\HarddiskVolume1\WINDOWS\system32\ddraw.dll
0x02260f90      1      1 R--rw- \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.Windows.Common-Controls_6595b64144ccf1df_6.0.2600.5512_x-ww_35d4ce83
0x022611d0      1      0 R--r-d \Device\HarddiskVolume1\WINDOWS\system32\ddrawex.dll
0x02261c00      1      1 R--rw- \Device\HarddiskVolume1\WINDOWS\Fonts\timesbi.ttf
0x02261dd0      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\Fonts\arial.ttf
0x022620a0      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\wzcsapi.dll
0x022622c0      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\eappprxy.dll
0x02262500      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\eappcfg.dll
0x02262750      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\onex.dll
0x02262978      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\dot3dlg.dll
0x02262b88      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\credui.dll
0x02262d58      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\netshell.dll
0x02263f28      1      0 ------ \Device\KSENUM#00000002\{9B365890-165F-11D0-A195-0020AFD156E4}
0x022640e8      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\netman.dll
0x02264880      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\tapi32.dll
0x02264a50      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\rasman.dll
0x02264c70      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\rasapi32.dll
0x02264ea8      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\mprapi.dll
0x02265488      1      0 ------ \Device\KSENUM#00000002\{9B365890-165F-11D0-A195-0020AFD156E4}
0x022657c0      4      1 RW---- \Device\HarddiskVolume1\Documents and Settings\Peter Haag\Local Settings\Application Data\Microsoft\Windows\UsrClass.dat
0x022665c0      1      0 -W-rwd \Device\HarddiskVolume1\Documents and Settings\Peter Haag\Local Settings\Temporary Internet Files\Content.IE5\WDIZSHIJ\ADTECH;loc=100;target=_blank;key=key1+key2+key3+key4;grp=[group];misc=1273059695656[1]
0x022667e0      1      0 R--r-d \Device\HarddiskVolume1\Documents and Settings\Peter Haag\Local Settings\Temporary Internet Files\Content.IE5\0P6R8DE3\CAM3W7XE.swf
0x022669b0      1      0 -W---- \Device\HarddiskVolume1\Documents and Settings\Peter Haag\Cookies\peter haag@wemfbox[1].txt
0x02266ca0      1      0 RWDr-d \Device\HarddiskVolume1\DOCUME~1\PETERH~1\LOCALS~1\Temp\hsperfdata_Peter Haag\3268
0x02267230      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\winspool.drv
0x022678d8      1      1 R--rw- \Device\HarddiskVolume1\Documents and Settings\Peter Haag\Local Settings\Temporary Internet Files\Content.IE5\0P6R8DE3\CAKH2BAR.htm
0x02268038      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x02268230      1      0 R--rw- \Device\HarddiskVolume1\Documents and Settings\Peter Haag\Local Settings\Temporary Internet Files\Content.IE5\0P6R8DE3\loadAjaxContent[2].js
0x02268750      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\Fonts\micross.ttf
0x02268cf0      3      1 R--rwd \Device\HarddiskVolume1\Documents and Settings\Peter Haag\Local Settings\Application Data\Microsoft\CD Burning
0x022692e0      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\esent.dll
0x022694b0      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\dot3api.dll
0x022696d8      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\qutil.dll
0x02269930      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\eapolqec.dll
0x02269b68      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\wmi.dll
0x02269d68      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\rtutils.dll
0x02269f90      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\wzcsvc.dll
0x0226a1a8      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\atl.dll
0x0226a3e0      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\adsldpc.dll
0x0226a618      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\activeds.dll
0x0226abc8      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\d3d9.dll
0x0226af28      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\d3d8thk.dll
0x0226dc60      1      0 -W-r-- \Device\HarddiskVolume1\Documents and Settings\Peter Haag\Application Data\Macromedia\Flash Player\#SharedObjects\WCU2NW2T\mail.google.com\wakeup.sol
0x0226e028      1      1 RW---- \Device\HarddiskVolume1\Documents and Settings\Peter Haag\NTUSER.DAT.LOG
0x0226e530      4      1 RW---- \Device\HarddiskVolume1\Documents and Settings\LocalService\Local Settings\Application Data\Microsoft\Windows\UsrClass.dat
0x0226ea18      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\winlogon.exe
0x0226eab0      1      1 ------ \Device\KSENUM#00000001\{9B365890-165F-11D0-A195-0020AFD156E4}
0x0226ecb0      4      1 RW---- \Device\HarddiskVolume1\Documents and Settings\LocalService\NTUSER.DAT
0x0226ee80      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\dhcpcsvc.dll
0x0226f218      1      0 R--r-- \Device\HarddiskVolume1\WINDOWS\Fonts\couri.ttf
0x0226f5f0      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\winrnr.dll
0x0226f7c0      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\wshtcpip.dll
0x0226f9e8      1      1 R--r-- \Device\HarddiskVolume1\WINDOWS\system32\stdole2.tlb
0x0226fb08      2      1 R--rw- \Device\HarddiskVolume1\Program Files\Common Files\SpeechEngines\Microsoft
0x0226fba0      2      1 R--rw- \Device\HarddiskVolume1\WINDOWS\system32\wbem\snmp
0x0226fc38      2      1 R--rw- \Device\HarddiskVolume1\WINDOWS\Resources\Themes\Luna\Shell\Metallic
0x0226fda0      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\mswsock.dll
0x02270028      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x022700f8      1      1 ------ \Device\NamedPipe\net\NtControlPipe3
0x022702f0      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x022704e8      1      1 R--rw- \Device\HarddiskVolume1\WINDOWS\system32
0x022706e8      4      1 RW---- \Device\HarddiskVolume1\Documents and Settings\NetworkService\Local Settings\Application Data\Microsoft\Windows\UsrClass.dat
0x02270a90      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\config\SysEvent.Evt
0x02270b90      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\cryptdll.dll
0x02270cf8      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\config\SecEvent.Evt
0x02271080      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\config\AppEvent.Evt
0x02271830      1      0 R--rw- \Device\HarddiskVolume1\Documents and Settings\Peter Haag\Local Settings\Temporary Internet Files\Content.IE5\WDIZSHIJ\survey[1].js
0x02271b48      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\rpcss.dll
0x02271c60      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\ersvc.dll
0x022720c8      1      0 -W-rwd \Device\HarddiskVolume1\Documents and Settings\Peter Haag\Local Settings\Temporary Internet Files\Content.IE5\WDIZSHIJ\bullet[1].gif
0x02272638      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\wtsapi32.dll
0x02272a40      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\rsaenh.dll
0x02272bb0      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\davclnt.dll
0x022735d0      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\iphlpapi.dll
0x02274028      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\msacm32.dll
0x02274178      1      0 -W-rwd \Device\HarddiskVolume1\Documents and Settings\Peter Haag\Local Settings\Temporary Internet Files\Content.IE5\GH012LM5\img_no1[1].png
0x022744a8      1      0 R--r-d \Device\HarddiskVolume1\WINDOWS\system32\winsrv.dll
0x02274540      2      1 ------ \Device\NamedPipe\protected_storage
0x02274908      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\c_850.nls
0x02274d40      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\uxtheme.dll
0x02275268      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\winmm.dll
0x02275500      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\AppPatch\acgenral.dll
0x022757d8      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\shimeng.dll
0x02275eb8      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\samlib.dll
0x02276028      1      0 R--r-- \Device\HarddiskVolume1\WINDOWS\Fonts\webdings.ttf
0x02276188      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\dnsapi.dll
0x02276358      1      0 R--r-- \Device\HarddiskVolume1\WINDOWS\Fonts\estre.ttf
0x02276d20      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\msvcp60.dll
0x02276e28      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\msutb.dll
0x02277358      1      0 R--rw- \Device\HarddiskVolume1\Documents and Settings\Peter Haag\Local Settings\Temporary Internet Files\Content.IE5\0P6R8DE3\addthis[2].js
0x02277528      1      1 R--rw- \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.Windows.Common-Controls_6595b64144ccf1df_6.0.2600.5512_x-ww_35d4ce83
0x02277720      1      1 R--rw- \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.Windows.Common-Controls_6595b64144ccf1df_6.0.2600.5512_x-ww_35d4ce83
0x02277b10      1      1 R--rw- \Device\HarddiskVolume1\WINDOWS\system32
0x02278120      1      0 -W---- \Device\HarddiskVolume1\Documents and Settings\Peter Haag\Cookies\peter haag@mail[1].txt
0x022781b8      1      1 RW-rw- \Device\HarddiskVolume1\Documents and Settings\Peter Haag\Local Settings\History\History.IE5\index.dat
0x022784e8      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\desktop.ini
0x02278778      1      1 R--rw- \Device\HarddiskVolume1\WINDOWS\system32
0x02278b40      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\AppPatch\sysmain.sdb
0x022794c0      1      1 ------ \Device\NamedPipe\InitShutdown
0x022798c0      1      0 R--rw- \Device\HarddiskVolume1\WINDOWS\system32\shell32.dll
0x02279a68      1      0 -W---- \Device\HarddiskVolume1\Documents and Settings\Peter Haag\Cookies\peter haag@adfarm1.adition[1].txt
0x02279e98      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\WindowsShell.Manifest
0x0227a0c0      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.Windows.Common-Controls_6595b64144ccf1df_6.0.2600.5512_x-ww_35d4ce83\comctl32.dll
0x0227be20      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\msimtf.dll
0x0227d1d8      1      0 R--r-d \Device\HarddiskVolume1\Program Files\Adobe\Reader 8.0\Reader\ccme_base.dll
0x0227d270      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\pjlmon.dll
0x022960d0      1      0 R--r-- \Device\HarddiskVolume1\WINDOWS\Fonts\trebucit.ttf
0x02296500      1      0 R--r-d \Device\HarddiskVolume1\Program Files\Adobe\Reader 8.0\Reader\AdobeLinguistic.dll
0x02296c00      1      0 R--rw- \Device\HarddiskVolume1\Documents and Settings\Peter Haag\Application Data\LimeWire\limewire.props
0x02296e38      1      0 R--rwd \Device\HarddiskVolume1\Program Files\Java\jre6\lib\net.properties
0x022970d8      1      0 R--r-- \Device\HarddiskVolume1\WINDOWS\Fonts\BOOKOSBI.TTF
0x02297560      1      0 R--rw- \Device\HarddiskVolume1\WINDOWS\system32\kernel32.dll
0x02297b98      2      1 ------ \Device\Afd\Endpoint
0x02297c80      2      1 ------ \Device\Afd\Endpoint
0x02298d40      1      0 R--rwd \Device\HarddiskVolume1\Program Files\Java\jre6\bin\ssv.dll
0x0229a2f0      1      0 R--r-- \Device\HarddiskVolume1\WINDOWS\Fonts\palab.ttf
0x0229f598      2      1 R--rw- \Device\HarddiskVolume1\WINDOWS\system32\mui\0426
0x0229f630      2      1 R--rw- \Device\HarddiskVolume1\WINDOWS\system32\mui\0425
0x0229f6c8      2      1 R--rw- \Device\HarddiskVolume1\WINDOWS\system32\mui\041e
0x022a15f0      1      1 R--rw- \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.Windows.Common-Controls_6595b64144ccf1df_6.0.2600.5512_x-ww_35d4ce83
0x022a29a8      3      1 R--rwd \Device\HarddiskVolume1\Documents and Settings\Peter Haag\PrintHood
0x022a3bd0      1      0 -W---- \Device\HarddiskVolume1\Documents and Settings\Peter Haag\Cookies\peter haag@accounts[1].txt
0x022a3c68      1      0 R--r-d \Device\HarddiskVolume1\Program Files\Adobe\Reader 8.0\Reader\AcroRd32.exe
0x022a4320      1      0 -W-rwd \Device\HarddiskVolume1\Documents and Settings\Peter Haag\Local Settings\Temporary Internet Files\Content.IE5\6TEDUZUT\rc[1].gif
0x022a4870      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\sortkey.nls
0x022a4cf8      1      0 R--rwd \Device\HarddiskVolume1\Program Files\Adobe\Reader 8.0\Reader\plug_ins\AcroForm.api
0x022a67d8      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x022a6870      3      1 ------ \Device\NamedPipe\net\NtControlPipe1
0x022a6f90      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\ctype.nls
0x022a7098      1      0 R--r-d \Device\HarddiskVolume1\Documents and Settings\Peter Haag\Local Settings\Temporary Internet Files\Content.IE5\WDIZSHIJ\alternativ[1].gif
0x022a8f90      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\ws2help.dll
0x022a9460      3      1 R--r-- \Device\HarddiskVolume1\WINDOWS\system32\Macromed\Flash\Flash10e.ocx
0x022a98d8      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\Fonts\marlett.ttf
0x022a9a30      1      0 R--rw- \Device\HarddiskVolume1\WINDOWS\Fonts\arial.ttf
0x022a9b70      3      1 R--r-- \Device\HarddiskVolume1\Program Files\Common Files\Adobe\Acrobat\ActiveX\AcroIEHelper.dll
0x022aa028      1      1 R--rw- \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.Windows.Common-Controls_6595b64144ccf1df_6.0.2600.5512_x-ww_35d4ce83
0x022aa288      1      1 R--rw- \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.Windows.Common-Controls_6595b64144ccf1df_6.0.2600.5512_x-ww_35d4ce83
0x022aa5a8      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\Fonts\tahoma.ttf
0x022aa8d8      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\ws2_32.dll
0x022aad50      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\winsta.dll
0x022ab838      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\Fonts\tahomabd.ttf
0x022abbf8      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\setupapi.dll
0x022acdf8      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\psapi.dll
0x022ae3e8      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\Fonts\trebucbd.ttf
0x022aff90      1      1 ------ \Device\Afd\Endpoint
0x022b0ed8      1      0 R--r-d \Device\HarddiskVolume1\WINDOWS\system32\shgina.dll
0x022b18e0      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\inetmib1.dll
0x022b1f90      1      0 R--r-d \Device\HarddiskVolume1\Documents and Settings\Peter Haag\Local Settings\Temporary Internet Files\Content.IE5\WDIZSHIJ\sh16[1].htm
0x022b3138      1      0 RW---- \Device\HarddiskVolume1\RECYCLER\S-1-5-21-343818398-920026266-854245398-1003\INFO2
0x022b5c30      1      0 -W-rwd \Device\HarddiskVolume1\Documents and Settings\Peter Haag\Local Settings\Temporary Internet Files\Content.IE5\6TEDUZUT\ADTECH;loc=100;target=_blank;key=key1+key2+key3+key4;grp=[group];misc=1273060348215[1]
0x022b5f90      1      0 R--rwd \Device\HarddiskVolume1\PROGRA~1\COMMON~1\MICROS~1\SMARTT~1\MOFL.DLL
0x022b68d8      1      0 R--rw- \Device\HarddiskVolume1\Documents and Settings\Peter Haag\Local Settings\Temporary Internet Files\Content.IE5\0P6R8DE3\jquery-1.3.2.min[1].js
0x022b7f90      4      1 ------ \Device\Afd\Endpoint
0x022b8d98      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\wuauserv.dll
0x022b8ef8      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\sens.dll
0x022b8f90      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\oleaut32.dll
0x022b96a8      1      0 R--rwd \Device\HarddiskVolume1\Program Files\BitTorrent\lib\gtk-2.0\2.4.0\loaders\libpixbufloader-ico.dll
0x022b9838      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\cryptsvc.dll
0x022b98d0      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\ole32.dll
0x022b9988      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\odbcbcp.dll
0x022b9da8      1      0 R--rwd \Device\HarddiskVolume1\Program Files\BitTorrent\dde.pyd
0x022ba4e8      1      0 R--r-- \Device\HarddiskVolume1\WINDOWS\Fonts\BOOKOSB.TTF
0x022ba8b0      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\imagehlp.dll
0x022bab18      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\gdi32.dll
0x022bb1c0      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x022bb878      1      0 -W---- \Device\HarddiskVolume1\Documents and Settings\Peter Haag\Cookies\peter haag@google[1].txt
0x022bbcc0      1      0 R--r-- \Device\HarddiskVolume1\WINDOWS\Fonts\GOTHICI.TTF
0x022bc540      1      0 R--rwd \Device\HarddiskVolume1\Program Files\Java\jre6\bin\jqs.exe
0x022bd1c0      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\ntdll.dll
0x022bd730      1      0 R--r-d \Device\HarddiskVolume1\WINDOWS\system32\lz32.dll
0x022bd898      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\kernel32.dll
0x022bdc08      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x022bde98      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\oleaut32.dll
0x022be1e0      1      1 RW-rw- \Device\HarddiskVolume1\Documents and Settings\Peter Haag\Local Settings\Temporary Internet Files\Content.IE5\index.dat
0x022be348      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\netapi32.dll
0x022be590      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\msasn1.dll
0x022be7d8      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\cryptui.dll
0x022bea88      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x022bed48      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\userenv.dll
0x022bef28      1      1 ------ \Device\NamedPipe\wkssvc
0x022bf0c8      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\apphelp.dll
0x022bf300      1      0 R--r-d \Device\HarddiskVolume1\WINDOWS\system32\olecnv32.dll
0x022bf498      1      1 R--rw- \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.Windows.Common-Controls_6595b64144ccf1df_6.0.2600.5512_x-ww_35d4ce83
0x022bf600      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\crypt32.dll
0x022bf930      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\shdocvw.dll
0x022bfde8      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\secur32.dll
0x022bff90      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\mpr.dll
0x022c01d0      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\msvcrt.dll
0x022c03a0      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\shlwapi.dll
0x022c05b8      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\comctl32.dll
0x022c07b8      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\wldap32.dll
0x022c09b8      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\wininet.dll
0x022c0bd8      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\version.dll
0x022c0dd8      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\user32.dll
0x022c0f90      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\urlmon.dll
0x022c1210      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\shell32.dll
0x022c1848      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\rpcrt4.dll
